 "Le français des affaires II" ,
 "COMPREHENSIVE EXAM" ,
 "Numerical Analysis" ,
 "DIGITAL COMMUNICATIONS II" ,
 "Optimizing LinkedIn" ,
 "AESTHETICS AND MEDIA" ,
 "SPECIAL TOPICS IN DINE" ,
 "Satire" ,
 "Studies in Post-Colonial Literature" ,
 "Medieval England" ,
 "Littératures d?Afrique francophone" ,
 "GRAMMAIRE DE TEXTE" ,
 "Advanced Public Performance Design" ,
 "ADVANCED ENVIRONMENTAL ECON" ,
 "SHIPPING ECONOMICS & MANAGEMENT" ,
 "Traduction commerciale et juridique du français à l'anglais" ,
 "Playwriting II" ,
 "ADVAN.STDY-MODERN JUDAISM I" ,
 "Special Topics in English Literature" ,
 "Inuit Peoples" ,
 "Introduction to Metaphysics" ,
 "WRITING YOUR MEMOIR" ,
 "United States in the 19th Century: The Era of the Civil War" ,
 "SPECIAL TOPICS IN FINE ARTS" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "TOPICS-HIST OF EDUC IDEAS I" ,
 "BRAIN AND BEHAVIOUR" ,
 "DRAMA THERAPY PRACTICUM I" ,
 "The Graphic Novel" ,
 "Embedded Systems Security" ,
 "PRIN. OF SYSTEMS ENGINEERING" ,
 "Advanced Topics in Health and Exercise Science: Physiology Module" ,
 "JAZZ COMPOSITION I" ,
 "Ethics, Philosophy, and Worldviews" ,
 "Littérature québécoise de 1980 à aujourd?hui" ,
 "Aquatic Biogeochemistry" ,
 "Special Topics in Music Performance" ,
 "Social and Cultural Geographies" ,
 "USER INTERFACE DESIGN WITH ADOBE PHOTOSHOP" ,
 "English Composition - Stage II" ,
 "REFLECTIVE LEARNING III" ,
 "Speaking with Skill: English pronunciation and conversation" ,
 "Eight Powerful Ways Critical Thinking Can Change Your World" ,
 "Being Productive in Grad School from Anywhere" ,
 "FOUNDATIONS OF FAMILY LIFE EDUCATION" ,
 "Didactique du français langue étrangère et seconde" ,
 "DIRECTED STUDY" ,
 "FINITE DIFF.METHOD/C.F.D." ,
 "Industrial Relations and Collective Bargaining" ,
 "Finite Element Analysis" ,
 "SELECT TOPICS-PHYSICAL CHEM" ,
 "INDEPENDENT STUDY" ,
 "MONTAGE II" ,
 "Strategies for Grad School Success: Designing your MAP to Success" ,
 "Introduction to Game Design" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "Urban Agriculture" ,
 "Movement for the Stage IV" ,
 "Developing a competitive scholarship application (Health, Natural Sciences & Engineering)" ,
 "Financial Economics" ,
 "What Does Blended Learning Look Like?" ,
 "Parallel Programming" ,
 "PRCTM. PASTORAL MINISTRY" ,
 "Quebec to 1867" ,
 "Selected Topics in Religion" ,
 "ADV STUDY/HUMAN RIGHTS/JUST" ,
 "Honours Seminar" ,
 "Effective Reading Strategies" ,
 "BUILDING ILLUMINATION" ,
 "Reporting and Research Methods for Journalism" ,
 "FUNDAMENTALS/DISTANCE EDUC" ,
 "MACROECONOMICS II" ,
 "An Introduction to Classical Archaeology" ,
 "Settlement and Integration" ,
 "TOPICS IN FILM THEORY" ,
 "SPECIAL TOPICS IN TPER" ,
 "SELECTED TOPICS IN ITALIAN" ,
 "PEDAGOGY: PRIMARY" ,
 "Electronics for Mechanical Engineers" ,
 "FUNDALMENTAL FACILITY MGMT." ,
 "Introductory Biophysics" ,
 "Crafting Strong Thesis Statements and Introductions" ,
 "COMPARATIVE ETHICS II" ,
 "Neighbourhood and Community Planning" ,
 "HELICOPTER FLIGHT DYNAMICS" ,
 "INTRODUCT. TO DESIGN STUDIES" ,
 "TOPICS-ECONOMIC GEOGRAPHY" ,
 "Family and Youth Legislation" ,
 "SPECIAL TOPICS IN MUSIC" ,
 "SPECIAL TOPICS IN DAYCARE" ,
 "Electrical Power Equipment" ,
 "Modern Political Theory and Religion" ,
 "An Introduction to Music Therapy" ,
 "SEMINAR IN CONSULTING" ,
 "Sociology of Religion" ,
 "Capstone Electrical Engineering Design Project" ,
 "Fraud Prevention and Investigation" ,
 "AGRICULTURE AGRI-FOOD BIOTEC" ,
 "INDOOR AIR QUAL.+ VENT." ,
 "FINANCIAL STMNT ANALYSIS II" ,
 "STUDIES IN HEBREW TEXTS" ,
 "ADVANCED TOPICS IN LING" ,
 "Business Consulting Project I" ,
 "ENVIRON. IMPACT ASSESSMENT" ,
 "International Public Law" ,
 "INDEPENDENT STUDIES IN RELIGION" ,
 "Language, Politics and Ideology" ,
 "SPECIAL TOPIC" ,
 "EllipticCurves" ,
 "DIRECTED STUDIES" ,
 "ADV MICROECONOMIC THEORY" ,
 "ADVANCED FIBRES" ,
 "Market Design" ,
 "SEL TOPS/CHINESE LANG/CLTRE" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "Contemporary Canadian Fiction" ,
 "THEATRE PRODUCTION II" ,
 "Extended Internship in Youth Work" ,
 "ART AND PHILOSOPHY" ,
 "TERMINOLOGIE/MONDIALISATION" ,
 "Théories de la traduction" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "PARA ACADEMIC CREDIT" ,
 "ANCIENT JUDAISM" ,
 "AIRCRAFT STRESS ANALYSIS" ,
 "ANGELS AND DEMONS IN JUDAISM" ,
 "Existentialism" ,
 "The Christian Sacraments" ,
 "Virtual Peer Support Writing Group (PSWG) information session" ,
 "TRANSP./HAZARD.MATS.+WASTES" ,
 "CREATIVE NON-FICTION" ,
 "Art and its Changing Contexts" ,
 "Control System Design" ,
 "PROJECT MANAGEMENT" ,
 "Performance Art" ,
 "MEDIA PRODUCTION: SOUND" ,
 "Introduction to Six Sigma" ,
 "Political Sociology" ,
 "ADAPTIVE CONTROL" ,
 "Creative Writing:  Prose Fiction, Poetry, Drama" ,
 "Social change and analysis Methods" ,
 "Advanced Topics in Documentary" ,
 "Power Electronics" ,
 "Developing scholarship applications for graduate research programs" ,
 "EDUC TECH AREA TUTORIAL" ,
 "Le français en Amérique du Nord, histoire et destins" ,
 "Visual Anthropology" ,
 "REVISION&CORRECTION EN TRAD ANGLAIS" ,
 "Teaching and Learning Second Language Vocabulary" ,
 "TOPICS: CRIT THINK & THEORY DECOLONIAL THOUGHT" ,
 "PRINCIPLES/DATA STRUCTURES" ,
 "TOPICS IN JUDAIC STUDIES I" ,
 "TUTORIAL III" ,
 "Pro-Seminar II: Methodology" ,
 "Readings in Cell and Molecular Biology I" ,
 "How to build your Networking Skills and Land your next job" ,
 "Media Policy in Canada" ,
 "Photojournalism" ,
 "ADV/SEM SPEC/TOPICS PHD COMS" ,
 "Copyright and your thesis" ,
 "Special Topics in English Literature" ,
 "INITIA TRADUCTION GÉNÉRALE ANGLAIS" ,
 "Supervised Internship I" ,
 "ADVANCED TOPICS IN BIOTECHNOLOGY" ,
 "INDUSTRIAL SOC/SOC MVMNTS" ,
 "RESEARCH IN MTHY" ,
 "Littératures africaine et antillaise" ,
 "SELECTED TOPICS - PURE MATH" ,
 "SPECIAL TOPICS IN FILM STUDIES" ,
 "STUDIO PROJECT" ,
 "APC PRACTICUM III:CHILD" ,
 "L'essai au Québec" ,
 "RESEARCH SEMINAR II" ,
 "ENCOUNTERING RELIGIONS" ,
 "SPECIAL TOPICS IN DRAWING" ,
 "ADMIN/EDUC TECH GROUPS" ,
 "SELECTED TOPICS IN WMNS" ,
 "Introduction to First Peoples Studies" ,
 "IELTS SPEAKING" ,
 "Communication Media: Film III" ,
 "Professional Negotiation and Persuasion Skills" ,
 "Introduction to Public Performance Design" ,
 "REFLECTIVE LEARNING I" ,
 "Physical Fitness Assessment, Exercise Prescription and Rehabilitation in Special Populations" ,
 "AREA TUT-HUM PERF TECH I-VI" ,
 "Music Composition Essentials I" ,
 "ENVIRONMENTAL EARTH SCIENCE" ,
 "Dandies, Flaneurs and Tricksters:  Crossover Figures in Modernism and Pop Modernism" ,
 "Capstone I Seminar" ,
 "Time?Based Media" ,
 "Design Theory/Practice I" ,
 "TOPICS IN LEARNING THEORIES" ,
 "Building Illumination and Daylighting" ,
 "Introduction to Sexuality Research (also listed as FASS291)" ,
 "SPEC TOP/INVESTMENT MGMNT" ,
 "ENTREPRENEURSHIP THROUGH ACQUISITION" ,
 "Culture and Biology: An Anthropological Perspective" ,
 "SPECIAL TOPICS IN MPER II" ,
 "Fundamental Mathematics II" ,
 "Introduction to Contemporary Concerns in Women's Studies" ,
 "THE HOLOCAUST" ,
 "RECEPTION STUDIES" ,
 "Transportation GIS" ,
 "GENERAL SEMINAR II" ,
 "SEL TOP/COMPUTAT'L ALGEBRA" ,
 "NUCLEIC ACID CHEMISTRY" ,
 "Air, Water and Soil Processes" ,
 "How to Publish Your Scholarship: What Scholarly Book Publishers Look for in New Authors" ,
 "THEORIES OF REPRESENTATION	" ,
 "Corrosion and Oxidation of Metals" ,
 "Certificat de Développement professionnel Lise Watier" ,
 "Special Topics in Computation Arts" ,
 "PSYCHOPATHOLOGY" ,
 "SELECTED TOPICS" ,
 "Building an Effective Graduate Student - Supervisor Relationship" ,
 "SPECIAL TOPICS IN FICTION PRACTICES" ,
 "STUDIES/HISTORY OF IDEAS:" ,
 "Community and Public Affairs in Quebec and Canada" ,
 "Film Comedy I" ,
 "Interdisciplinary Topics: Cross-Cultural Competence in the Creative Arts Therapies" ,
 "CREDIBILITY THEORY" ,
 "Human Resource Management" ,
 "FOUNDATIONS JOUR THOUGHT II" ,
 "Cultural Conflicts and Modernity in Spain, 1898-1939" ,
 "SPECIAL TOPICS IN MUSIC" ,
 "ADV TECH/MOLECULAR BIOLOGY" ,
 "RDG COURSE IN CHRISTIANITY" ,
 "COMPUTATIONAL FLUID DYNAMICS FOR AEROSPACE APPLICATIONS" ,
 "SELECTED TOPICS IN RELIGION" ,
 "Financial Accounting" ,
 "DESIGN & COMMUN. ENGAGEMENT" ,
 "AUTOCAD - 3D MODELING" ,
 "Get Started Coding with Python" ,
 "Mathematics for Advanced Study in Economics" ,
 "Independent Study" ,
 "SOCIOLOGY OF THE BODY" ,
 "PHILOSOPHY OF SCIENCE" ,
 "FILM PRODUCTION I" ,
 "SPECIAL TOPICS IN PROD" ,
 "Contemporary Issues in Economy, Society, and Biodiversity" ,
 "Contemporary Literature" ,
 "THESIS" ,
 "Transnational Approaches to Cinema" ,
 "SPEC TOP IN WOMEN STUDIES 11" ,
 "Surveying" ,
 "SPEC. DOCTORAL LEVEL STUDIES" ,
 "HONOURS RESEARCH PROJECT" ,
 "QUANTITATIVE METHODS" ,
 "Mechanical Analysis" ,
 "Design of Experiments" ,
 "VLSI Circuit Design" ,
 "Discursive Design Research I" ,
 "TRAFFIC ENGINEERING" ,
 "PROF EXP/REFL LEARN I (ARTS)" ,
 "Inorganic Chemistry II: The Chemistry of the Main Group Elements" ,
 "Women & Religion:  Judaism" ,
 "Management Accounting Essentials: Budgeting" ,
 "Second Skin and Soft Wear" ,
 "INTRO TOPICS IN PHILOSOPHY" ,
 "Study in a Special Subject" ,
 "Value Theory" ,
 "Field Ecology" ,
 "History of Anthropological Thought" ,
 "SPECIAL TOPIC SEMINAR" ,
 "Behavioural Neuroscience Advanced Issues" ,
 "FEMINIST HERMENEUTICS AND SCRIPTURE" ,
 "TRANS. SYSTEMS ANALYSIS" ,
 "Discourses of Dissent" ,
 "SPEC PROBLEMS-CANADIAN ARTH" ,
 "DIRECTED STUDIES" ,
 "ETUDE AVANC.D'UN SUJET PART." ,
 "ORGANIZATIONAL BEHAVIOUR" ,
 "ADV. DRAMA THER. PRACTICUM I" ,
 "LABORATORY TECHNIQUES" ,
 "READINGS/PURE & APPLIED MATH" ,
 "SEMINAR IN CORPORATE FINANCE" ,
 "MTHY ADVANCED LITERATURE" ,
 "Vertebrate Biology" ,
 "International Economic Policy and Institutions" ,
 "Egypt and the World Since 1798" ,
 "Neo-Liberal Globalization and the Global Justice Movement" ,
 "Urban and Regional Economic Development" ,
 "Introduction to Computer Usage and Document Design" ,
 "DIRECTED STUDIES" ,
 "Reproducible Scientific Analysis with R" ,
 "VEHICULAR INTER.COMB.ENGINES" ,
 "STUDIES ERLY ENGL LIT MEDIEV" ,
 "SELECTED TOPICS IN CLASSICS" ,
 "Human Rights and Genocide Prevention in History" ,
 "Multivariable Calculus II" ,
 "TOPICS IN CHRISTIAN ETHICS" ,
 "Business and Sustainability" ,
 "Contemporary Cultural Theory" ,
 "TELEVISION STUDIES" ,
 "Documentary and Photographic Series" ,
 "MYSTICISM" ,
 "Thesis Boost: 3-day writing retreat" ,
 "Approches comparatives et modèles de DÉC" ,
 "DIRECTED STUDIES" ,
 "INTERNSHIP IN COMMUNIC STUD" ,
 "SPEC TOP/ORGANIZATIONAL COMM" ,
 "REFLECTIVE LEARNING III" ,
 "ADVANCED MOLECULAR GENETICS" ,
 "Intro to Start-Up Customer Discovery" ,
 "Religion and Sexuality" ,
 "DIRECTED STUDIES" ,
 "Teaching Assistant Orientation" ,
 "Technology and Contemporary Art" ,
 "Special Project in Music" ,
 "Biochemistry II" ,
 "SELECTED TOPICS IN HISTORY" ,
 "LOGEMENT ET AMÉNAGEMENT DU TERRITOIRE DANS UNE PERSPECTIVE DE DÉC" ,
 "RESEARCH METHODOLOGY IN MANA" ,
 "DEMAND MANAGEMENT" ,
 "Plant Biology" ,
 "Scene Study II" ,
 "Creative Computation I" ,
 "ORGANIZATIONAL BEHAVIOUR" ,
 "Studies in Drama" ,
 "SEMINAR IN OPEARTION MANA II" ,
 "GEOGRAPHY/SELECTED REGION" ,
 "TOPICS/PHILOSOPH'L ETHICS I" ,
 "TRAD LITTERAIRE AVANCÉE" ,
 "CONCURRENT ENG.IN AERO.SYST." ,
 "SPECIAL TOPIC SEMINAR" ,
 "Current Issues in Personality" ,
 "REVISION&CORRECTION EN TRAD" ,
 "Mental Health and Addictions:  Youth Work Perspectives, Policies and Practices" ,
 "E-Business" ,
 "Sound II" ,
 "TOPICS IN SOCIAL SCIENCES I" ,
 "SPECIAL TOPICS IN CART" ,
 "Principles of Journalistic Thought and Practice" ,
 "PROF EXP/REFL LEARN II (SCIE)" ,
 "SOFTWARE MINING AND ANALYSIS" ,
 "SOCIOLOGY OF EMOTIONS" ,
 "HEBREW BIBLE II" ,
 "International Institutions" ,
 "ADVANCED TOPICS IN APSS" ,
 "Hormones and Behaviour" ,
 "Sociology of Education I" ,
 "F.E.M. IN MACHINE DESIGN" ,
 "Studies in Post-Colonial Literature" ,
 "Social Construction of Sexualities" ,
 "Jazz Choir II" ,
 "DOCTORAL COMPREHENSIVE EXAM" ,
 "THESIS/RES CREAT. PROJ. PROP" ,
 "Goddesses and Religious Images of Women" ,
 "CLASSICAL MECHANICS II" ,
 "Sexuality Theory in Historical Perspectives" ,
 "ADVANCED MODELLING AND OPTIMIZATION" ,
 "Seminar in Women's Studies" ,
 "ANAL/DES OF LINEAR MULTI SYS" ,
 "Design Theory/Practice II" ,
 "TOPICS IN DANCE" ,
 "Selected Topics in Women's Studies" ,
 "ADVANCED LABOUR ECONOMICS I" ,
 "Filmmaking I" ,
 "DOCTORAL COMPREHENSIVE EXAM" ,
 "QUESTIONS/THEOLOGICAL RSRCH" ,
 "VIRTUAL SYSTEMS" ,
 "GLOBALIZATION-INDIGE PEOPLES" ,
 "Digital Photography I" ,
 "Gestion de projets" ,
 "SEL TOPS IN HIST OF GENDER" ,
 "Global Experience" ,
 "DIRECTED STUDIES" ,
 "Topics in the History of Mathematics" ,
 "SPEC MASTER'S LEVEL STUDIES" ,
 "Questions actuelles en linguistique française" ,
 "JAZZ AURAL PERCEPTION I" ,
 "Politics of the U.S." ,
 "Independent Study" ,
 "ADV TOP:STUD-MODERN LANG I" ,
 "Comparative Democratization" ,
 "SPECIAL TOPICS IN DFTT" ,
 "Funding Opportunities for Graduate Students in Thesis-based programs" ,
 "Animation I" ,
 "Environmental Microbiology" ,
 "Engineering Management" ,
 "La littérature française au féminin" ,
 "Bioinformatics Databases and Systems" ,
 "SYMBOLIC IMAGERY & ATRP" ,
 "THESIS" ,
 "Introduction to Computing" ,
 "CUSTOMS AND DOCUMENTATION" ,
 "SEMINARS IN MATH EDUCATION" ,
 "TOPICS IN FILM DIRECTORS" ,
 "RESEARCH SEMINAR I" ,
 "Polymer Chemistry and Nanotechnology" ,
 "DIRECTED STUDIES" ,
 "Introduction to German Culture" ,
 "Intermediate Ancient Greek II: Poetry" ,
 "Modern Physics and Relativity" ,
 "Selected Topics in Religion" ,
 "TOPICS IN ALGEBRA" ,
 "ADV STUDY IN PUBLIC HISTORY" ,
 "Stage de formation : du français à l'anglais" ,
 "APPLIED ECONOMET:TIME-SERIES" ,
 "Analysis of Financial Statements" ,
 "Yoga in History, Thought, and Practice" ,
 "THEATRE HISTORY II" ,
 "Comprehensive Examination Minor Field I" ,
 "Library Skills & Resources: Maximize Your Graduate Research Potential" ,
 "ASSET PRCNG/PORTFOL MGMNT II" ,
 "SOLIDWORKS I" ,
 "Strategy and Competition" ,
 "ADV TOP/THEOLOGICAL STUDIES" ,
 "Media Sociology and Journalism" ,
 "Strategic Marketing Planning" ,
 "Littérature québécoise avant 1900" ,
 "HONOURS PROJECT" ,
 "SEL. TOPICS PSYC." ,
 "PHIL AND ETHICS OF INTERV N" ,
 "Doctoral Pro-seminar" ,
 "MODERN ARABIC FICTION" ,
 "SPECIAL TOP-FILM PRODUCTION" ,
 "ADV TOPICS IN CLASSICS" ,
 "SELECT TOPICS - INORGAN CHEM" ,
 "ENGR 490 Multidisciplinary Capstone Design Project (4 credits)" ,
 "Developmental Psychopathology" ,
 "COSTUME DESIGN REALIZATION" ,
 "Selected Topics in National Cinemas" ,
 "TOPICS IN FIBRES STRUCTURES" ,
 "Advanced Workshop in Photography" ,
 "TOPICS IN JUDAIC STUDIES" ,
 "Introduction to International Relations" ,
 "OPERATIONS MANAGEMENT" ,
 "Real Estate Investment and Finance" ,
 "Probability II" ,
 "INTRODUCTION TO MULTIMEDIA" ,
 "IRISH CHILD & YOUNG ADLT LIT" ,
 "Textile Printing and Dyeing I" ,
 "INITIATION TRAD GÉNÉRALE FRANÇAIS" ,
 "MACHINE LEARNING" ,
 "ADMIN/EDUC TECH GROUPS" ,
 "QUEER CINEMA II" ,
 "Introduction aux études littéraires" ,
 "Project Cost Estimating" ,
 "NSERC Funding Info Session for Masters (Thesis), PhD students and Postdocs" ,
 "PHOTOGRAPHY AND POSTMEMORY" ,
 "ADVANCED GENE STRUCTURE" ,
 "COMMUNICATIVE PERFORMANCES AND INTERVENTIONS" ,
 "Communication, Conflict and Peace" ,
 "OPT.NETWK: ARCH. & PROTOCOLS" ,
 "Topics in the Culture of German-Speaking Nations" ,
 "Directed Study II" ,
 "Special Topics in Acting" ,
 "Italian for Business" ,
 "SEMINAR/INTERDIS'Y STUDIES I" ,
 "Cultures of Globalization" ,
 "Seminar in Special Topics" ,
 "MICROTRANSDUCER PROCESS TECH" ,
 "Law and Regulation in Urban Planning" ,
 "Advanced Topics in Feminist Theory" ,
 "The Natural Environment: Land and Life" ,
 "MASTER S THESIS" ,
 "Post-Graduation Strategies in Design" ,
 "Infancy" ,
 "Mapping the Environment" ,
 "Advanced Probability" ,
 "Independent Study" ,
 "Build Your ePortfolio with Beginner Wordpress" ,
 "Digital Systems Design I" ,
 "Internship" ,
 "Problems of Philosophy" ,
 "Product Strategy and Innovation" ,
 "Topics in Analysis" ,
 "ADV LEARNING & COGNITION" ,
 "LINEAR SYSTEMS" ,
 "SEMINAR/INVESTMENT MANAGEMNT" ,
 "Canada, Colonization and Law" ,
 "Cultures of Mexico, the Central American Region, and the Spanish Caribbean" ,
 "Tangible Media Studio" ,
 "TOPICS IN COMPARATIVE ETHICS" ,
 "Topics in Electroacoustics" ,
 "Geo-Environmental Engineering" ,
 "HUMAN FACTORS ENGG." ,
 "Corporate Governance" ,
 "Traduction générale de l'anglais au français II" ,
 "Thermodynamics I" ,
 "RESEARCH AND THESIS" ,
 "BIOINORGANIC CHEMISTRY" ,
 "Philosophy of Human Rights" ,
 "ADVANCED TOPICS IN MARKETING" ,
 "TOPICS/BIBLICAL STUDIES II" ,
 "Marketing Channels" ,
 "Literature and Culture in Fascist Italy" ,
 "ALGONQUIAN PEOPLES" ,
 "SELECTED TOPICS IN BEHAVIOR" ,
 "SEL TOP/PROBAB,STAT,ACTU MAT" ,
 "CHAMBER ENSEMBLE I" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "DATA SCIENCES" ,
 "ASPECTS OF NATIONAL CINEMAS" ,
 "Introduction to Ceramics" ,
 "BASICS OF CYBER RESILIENCE" ,
 "History of Satan: Evil Personified in Judaism and Christianity" ,
 "STUDIES/AMERICAN LITERATURE" ,
 "Video History and Theory" ,
 "SPECIAL TOPICS IN MANAGEMENT" ,
 "Mathematical Modelling" ,
 "POWER ELECTRONICS II" ,
 "Introductory Creative Writing:  Poetry" ,
 "United States, Cuban and Mexican Relations" ,
 "Study in a Special Subject" ,
 "Music Composition Essentials II" ,
 "GLOBAL CHRISTIANITY" ,
 "Proposal to publication: What authors should know about scholarly book publishing" ,
 "Physical Growth and Maturation" ,
 "Getting Started with MS Teams (Level I)" ,
 "SOFTWARE ENGINEERING" ,
 "MÉMOIRE TRAVAIL DE RECHERCHE" ,
 "TUTORAT EN LITTERATURE" ,
 "FIRST PEOPLES AND JUSTICE" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "Supervised Internship II" ,
 "DIRECTED STUDIES" ,
 "ADULT EDUCATION I-SELECTED TOPICS" ,
 "ORGANIZATIONAL BEHAVIOUR" ,
 "Introduction to Journalism: Text" ,
 "ART THERAPY PRACTICUM II" ,
 "SPECIAL TOPICS IN DESC & MIS" ,
 "Intermedia and Performative Practices" ,
 "Organic Synthesis" ,
 "CREATIVE COUNTERPOINT" ,
 "RESEARCH SEMINAR" ,
 "Deductive Logic" ,
 "Archaeology of Archaic Greece" ,
 "Philosophy of History" ,
 "Political Ecology" ,
 "SEMINAR IN OPTIONS & FUTURES" ,
 "Athletic Therapy Clinical Internship I" ,
 "Introduction to Housing (Financial Skills for the Real World)" ,
 "Soil Mechanics" ,
 "Jewish Texts and Literature: Interpretation and Reception" ,
 "Advanced Topics in Irish Studies" ,
 "SPEC.TOP.THEORY/COMPOSITION" ,
 "BIBLICAL GREEK II" ,
 "ANCIENT JUDAISM" ,
 "Optical Devices for High?Speed Communications" ,
 "Advanced Topics in Ancient Philosophy" ,
 "Issues in Ethical Theory" ,
 "Music Therapy Advanced Capstone Project" ,
 "Intermediate Ancient Greek I: Prose" ,
 "FEMINIST GEOGRAPHIES" ,
 "SPECIAL TOPICS IN PHOT" ,
 "IRISH MYTHOLOGY AND FOLKLORE" ,
 "SPECIAL TOPICS IN THEATRE" ,
 "Crafting a competitive doctoral scholarship application for natural sciences, engineering & health" ,
 "SEMINAR IN A SPECIAL TOPIC" ,
 "Introduction to Microsoft OneNote" ,
 "OPTIMIZATION" ,
 "Financial Reporting I" ,
 "ECONOMETRICS II" ,
 "Introduction to Global Migration:  Theories and Issues" ,
 "THE FUTURE LIFE OF OBJECTS" ,
 "20th-Century Continental Philosophy" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "Principles of Public Administration" ,
 "Management Research for Decision Making" ,
 "ADVANCED TOPICS IN EVOLUTION" ,
 "A - Z Open Sessions" ,
 "Economic Development" ,
 "LINEAR MODELS" ,
 "Microeconomics I" ,
 "Spirituality: Personal, Social and Religious Dimensions" ,
 "Fundamentals of Applied Electromagnetics" ,
 "The Artist's Book as Object" ,
 "PAINTING III" ,
 "Independent Study II" ,
 "Exploring Movement with Children" ,
 "THEORIE&PRATIQUE TERMINO" ,
 "Kant" ,
 "Presocratics and Plato" ,
 "HISTORY II:  SPECIAL SUBJECT" ,
 "ASPECTS CONTEMPORARY CINEMA" ,
 "Geographical Information Systems for Environmental Assessment" ,
 "ASA and Aural Skills I" ,
 "FIRE+SMOKE CNTR L/BUILDINGS" ,
 "Invention, Borders, and Tension in the Colonial Spanish American Discourse" ,
 "Linear Algebra I" ,
 "Advanced Philosophy of Science" ,
 "Littérature et culture populaires du Québec" ,
 "AMERICAN LITERATURE BEFORE 1800" ,
 "SEMINAR IN FILM THEORY AND CRITICISM" ,
 "SPECIAL TOPICS IN ART HIST" ,
 "UNIVERSITY CHOIR I" ,
 "TOPICS IN ART & CULTURE" ,
 "Sexuality in Human Relations" ,
 "RSRCH/HIST/CHRISTIAN THGHT" ,
 "Youth Crime and Deviance" ,
 "Canadian Film" ,
 "History and Ideology in Canadian Literature" ,
 "Virology" ,
 "Research Design and Qualitative Methods" ,
 "TOPICS IN NUMERICAL ANALYSIS" ,
 "Moving Camera Aesthetic" ,
 "Introduction to Human Relations Theory and Research" ,
 "ADV TOPICS IN THEOLOGY I" ,
 "ORGANIZATIONAL COMMUNICATION" ,
 "Religion and Society in South and Southeast Asia" ,
 "Introduction to Managerial Accounting" ,
 "REGIONAL ECONOMICS" ,
 "Financial and Managerial Accounting" ,
 "APPLIED INVESTMENT MANAGEMENT" ,
 "The History and Sociology of Genocide to 1945 (also listed as SOCI 366)" ,
 "MODEL./BLDG.+ENVIROM L ENGG." ,
 "Proseminar II" ,
 "Mechatronics" ,
 "STUDIES IN JUDAISM" ,
 "SELECTED TOPICS IN HISTORY" ,
 "THESE (MEM OU TRAD LIT COMM)" ,
 "Advanced Laboratory in Biochemistry" ,
 "ADV TOP-CELL&MOLECULAR BIOL" ,
 "TOPICS" ,
 "Condensed Matter and Nanophysics" ,
 "Geography and Public Policy" ,
 "Multi-Platform Journalism" ,
 "Histoire de la traduction" ,
 "Researching Indigenous topics at the library and beyond" ,
 "Introduction to Research Data Management in the Social Sciences" ,
 "DIRECTED STUDIES" ,
 "Independent Study II" ,
 "ETHNOGRAPHIC RES & ETHICS" ,
 "LEADERS, REBELS AND SAINTS" ,
 "SPECIAL TOPICS IN PAINTING" ,
 "APP LING  AREA TUTORIAL" ,
 "ENGLISH INTENSIVE ADVANCED ONE" ,
 "BROADCAST SIGNAL TRANSMISSION" ,
 "Research and Thesis" ,
 "TOPICS/COMPUTER SCIENCE II" ,
 "SPEC DOCTORAL LEVEL STUDIES" ,
 "(also listed as INTE 270) HIV/AIDS: Cultural, Social and Scientific Aspects of the Pandemic" ,
 "Intermediate Modern Chinese II" ,
 "SPECIAL TOPICS IN JHIS" ,
 "UNIVERSITY CHOIR II" ,
 "ADVAN TOPICS IN BIO-PHYS ED" ,
 "International Political Economy" ,
 "HEALTH, HEALING AND RELIGION" ,
 "Special Topics in Indigenous Art and Art History" ,
 "Peach Studies and Global Governance" ,
 "REAL ESTATE FINANCE" ,
 "Special Topics in Contemporary Studio Arts Practice" ,
 "Interdisciplinary Topics: Ethics in Clinical Practice in the Creative Arts" ,
 "Honours Seminar in Finance" ,
 "Thermodynamics" ,
 "Talk the Walk: Becoming a better communicator" ,
 "Communicative Strategies and Oral Communication for Non-Native Speakers" ,
 "History of Hindu Thought and Institutions" ,
 "Intermediate Spanish I" ,
 "INQUIRY THROUGH ART PRODUCT." ,
 "Data Collection and Analysis for EA" ,
 "Investment Analysis" ,
 "Accounting" ,
 "Advanced Integrated Studio in Contemporary Art Practices" ,
 "TOPICS IN FILM DIRECTORS" ,
 "PRACTICUM" ,
 "STAT SOFTWR/DATA MANA & ANAL" ,
 "STUDIES/CANADIAN LITERATURE" ,
 "Religion and Society in Contemporary Iran" ,
 "SOFTWARE VERIFICAT N/TESTING" ,
 "COMMUNIC'N TECH & SOCIETY" ,
 "RESEARCH WORKSHOP" ,
 "URBANIZATION: GLOBAL AND HISTORICAL PERSPECTIVES" ,
 "DIGITAL FILTERS" ,
 "FIELD EXPERIENCE" ,
 "Introduction to Elements of Production" ,
 "SELECTED TOPICS IN TESL" ,
 "Introduction to Christian Spirituality" ,
 "Communicative Strategies and Oral Communication" ,
 "Environmental Economics" ,
